Event(name=Tempo Class, time=0, value=mid, text=None)
Event(name=Note Duration, time=31140, value=0.698, text=0.698)
Event(name=Position, time=31140, value=7/16, text=31140)
Event(name=Note Velocity, time=31140, value=111, text=111)
Event(name=Note On, time=31140, value=78, text=F#5)
Event(name=Note Duration, time=31140, value=0.14, text=0.14)
Event(name=Position, time=31260, value=9/16, text=31260)
Event(name=Note Velocity, time=31260, value=73, text=73)
Event(name=Note On, time=31260, value=54, text=F#3)
Event(name=Note Duration, time=31260, value=0.602, text=0.602)
Event(name=Position, time=31260, value=9/16, text=31260)
Event(name=Note Velocity, time=31260, value=71, text=71)
Event(name=Note On, time=31260, value=58, text=A#3)
Event(name=Note Duration, time=31260, value=0.796, text=0.796)
Event(name=Position, time=31260, value=9/16, text=31260)
Event(name=Note Velocity, time=31260, value=89, text=89)
Event(name=Note On, time=31260, value=61, text=C#4)
Event(name=Note Duration, time=31260, value=0.829, text=0.829)
Event(name=Position, time=31260, value=9/16, text=31260)
Event(name=Note Velocity, time=31260, value=114, text=114)
Event(name=Note On, time=31260, value=73, text=C#5)
Event(name=Note Duration, time=31260, value=0.162, text=0.162)
Event(name=Position, time=31320, value=10/16, text=31320)
Event(name=Note Velocity, time=31320, value=45, text=45)
Event(name=Note On, time=31320, value=75, text=D#5)
Event(name=Note Duration, time=31320, value=0.358, text=0.358)
Event(name=Position, time=31380, value=11/16, text=31380)
Event(name=Note Velocity, time=31380, value=73, text=73)
Event(name=Note On, time=31380, value=49, text=C#3)
Event(name=Note Duration, time=31380, value=0.908, text=0.908)
Event(name=Position, time=31380, value=11/16, text=31380)
Event(name=Note Velocity, time=31380, value=111, text=111)
Event(name=Note On, time=31380, value=73, text=C#5)
Event(name=Note Duration, time=31380, value=0.192, text=0.192)
Event(name=Position, time=31440, value=12/16, text=31440)
Event(name=Note Velocity, time=31440, value=89, text=89)
Event(name=Note On, time=31440, value=54, text=F#3)
Event(name=Note Duration, time=31440, value=1.154, text=1.154)
Event(name=Position, time=31500, value=13/16, text=31500)
Event(name=Note Velocity, time=31500, value=108, text=108)
Event(name=Note On, time=31500, value=58, text=A#3)
Event(name=Note Duration, time=31500, value=0.862, text=0.862)
Event(name=Position, time=31500, value=13/16, text=31500)
Event(name=Note Velocity, time=31500, value=100, text=100)
Event(name=Note On, time=31500, value=61, text=C#4)
Event(name=Note Duration, time=31500, value=0.877, text=0.877)
Event(name=Position, time=31500, value=13/16, text=31500)
Event(name=Note Velocity, time=31500, value=100, text=100)
Event(name=Note On, time=31500, value=66, text=F#4)
Event(name=Note Duration, time=31500, value=0.877, text=0.877)
Event(name=Position, time=31500, value=13/16, text=31500)
Event(name=Note Velocity, time=31500, value=117, text=117)
Event(name=Note On, time=31500, value=68, text=G#4)
Event(name=Note Duration, time=31500, value=0.131, text=0.131)
Event(name=Position, time=31560, value=14/16, text=31560)
Event(name=Note Velocity, time=31560, value=69, text=69)
Event(name=Note On, time=31560, value=70, text=A#4)
Event(name=Note Duration, time=31560, value=0.19, text=0.19)
Event(name=Position, time=31560, value=14/16, text=31560)
Event(name=Note Velocity, time=31560, value=97, text=97)
Event(name=Note On, time=31560, value=68, text=G#4)
Event(name=Note Duration, time=31560, value=0.196, text=0.196)
Event(name=Position, time=31620, value=15/16, text=31620)
Event(name=Note Velocity, time=31620, value=29, text=29)
Event(name=Note On, time=31620, value=49, text=C#3)
Event(name=Note Duration, time=31620, value=0.369, text=0.369)
Event(name=Position, time=31620, value=15/16, text=31620)
Event(name=Note Velocity, time=31620, value=108, text=108)
Event(name=Note On, time=31620, value=66, text=F#4)
Event(name=Note Duration, time=31620, value=0.404, text=0.404)
Event(name=Bar, time=31740, value=31740, text=34)
Event(name=Position, time=31740, value=1/16, text=31740)
Event(name=Chord, time=31740, value=B:maj, text=B:maj)
Event(name=Position, time=31740, value=1/16, text=31740)
Event(name=Note Velocity, time=31740, value=118, text=118)
Event(name=Note On, time=31740, value=66, text=F#4)
Event(name=Note Duration, time=31740, value=0.554, text=0.554)
Event(name=Position, time=31740, value=1/16, text=31740)
Event(name=Note Velocity, time=31740, value=102, text=102)
Event(name=Note On, time=31740, value=47, text=B2)
Event(name=Note Duration, time=31740, value=1.025, text=1.025)
Event(name=Position, time=31800, value=2/16, text=31800)
Event(name=Note Velocity, time=31800, value=69, text=69)
Event(name=Note On, time=31800, value=54, text=F#3)
Event(name=Note Duration, time=31800, value=0.737, text=0.737)
Event(name=Position, time=31860, value=3/16, text=31860)
Event(name=Note Velocity, time=31860, value=102, text=102)
Event(name=Note On, time=31860, value=59, text=B3)
Event(name=Note Duration, time=31860, value=0.725, text=0.725)
Event(name=Position, time=31920, value=4/16, text=31920)
Event(name=Note Velocity, time=31920, value=94, text=94)
Event(name=Note On, time=31920, value=63, text=D#4)
Event(name=Note Duration, time=31920, value=0.437, text=0.437)
Event(name=Position, time=31920, value=4/16, text=31920)
Event(name=Note Velocity, time=31920, value=94, text=94)
Event(name=Note On, time=31920, value=66, text=F#4)
Event(name=Note Duration, time=31920, value=0.462, text=0.462)
Event(name=Position, time=31980, value=5/16, text=31980)
Event(name=Note Velocity, time=31980, value=118, text=118)
Event(name=Note On, time=31980, value=66, text=F#4)
Event(name=Note Duration, time=31980, value=0.675, text=0.675)
Event(name=Position, time=32220, value=9/16, text=32220)
Event(name=Chord, time=32220, value=C#:maj, text=C#:maj)
Event(name=Position, time=32220, value=9/16, text=32220)
Event(name=Note Velocity, time=32220, value=112, text=112)
Event(name=Note On, time=32220, value=68, text=G#4)
Event(name=Note Duration, time=32220, value=0.26, text=0.26)
Event(name=Position, time=32220, value=9/16, text=32220)
Event(name=Note Velocity, time=32220, value=102, text=102)
Event(name=Note On, time=32220, value=49, text=C#3)
Event(name=Note Duration, time=32220, value=1.002, text=1.002)
Event(name=Position, time=32280, value=10/16, text=32280)
Event(name=Note Velocity, time=32280, value=66, text=66)
Event(name=Note On, time=32280, value=56, text=G#3)
Event(name=Note Duration, time=32280, value=0.696, text=0.696)
Event(name=Position, time=32340, value=11/16, text=32340)
Event(name=Note Velocity, time=32340, value=112, text=112)
Event(name=Note On, time=32340, value=70, text=A#4)
Event(name=Note Duration, time=32340, value=0.117, text=0.117)
Event(name=Position, time=32340, value=11/16, text=32340)
Event(name=Note Velocity, time=32340, value=87, text=87)
Event(name=Note On, time=32340, value=61, text=C#4)
Event(name=Note Duration, time=32340, value=0.644, text=0.644)
Event(name=Position, time=32400, value=12/16, text=32400)
Event(name=Note Velocity, time=32400, value=118, text=118)
Event(name=Note On, time=32400, value=68, text=G#4)
Event(name=Note Duration, time=32400, value=0.271, text=0.271)
Event(name=Position, time=32400, value=12/16, text=32400)
Event(name=Note Velocity, time=32400, value=102, text=102)
Event(name=Note On, time=32400, value=65, text=F4)
Event(name=Note Duration, time=32400, value=0.362, text=0.362)
Event(name=Position, time=32460, value=13/16, text=32460)
Event(name=Note Velocity, time=32460, value=117, text=117)
Event(name=Note On, time=32460, value=73, text=C#5)
Event(name=Note Duration, time=32460, value=0.144, text=0.144)
Event(name=Position, time=32460, value=13/16, text=32460)
Event(name=Note Velocity, time=32460, value=82, text=82)
Event(name=Note On, time=32460, value=75, text=D#5)
Event(name=Note Duration, time=32460, value=0.412, text=0.412)
Event(name=Position, time=32580, value=15/16, text=32580)
Event(name=Note Velocity, time=32580, value=82, text=82)
Event(name=Note On, time=32580, value=73, text=C#5)
Event(name=Note Duration, time=32580, value=0.229, text=0.229)
Event(name=Bar, time=32700, value=32700, text=35)
Event(name=Position, time=32700, value=1/16, text=32700)
Event(name=Chord, time=32700, value=A#:min, text=A#:min)
Event(name=Position, time=32700, value=1/16, text=32700)
Event(name=Note Velocity, time=32700, value=112, text=112)
Event(name=Note On, time=32700, value=68, text=G#4)
Event(name=Note Duration, time=32700, value=0.254, text=0.254)
Event(name=Position, time=32700, value=1/16, text=32700)
Event(name=Note Velocity, time=32700, value=94, text=94)
Event(name=Note On, time=32700, value=46, text=A#2)
Event(name=Note Duration, time=32700, value=1.079, text=1.079)
Event(name=Position, time=32760, value=2/16, text=32760)
Event(name=Note Velocity, time=32760, value=60, text=60)
Event(name=Note On, time=32760, value=53, text=F3)
Event(name=Note Duration, time=32760, value=0.742, text=0.742)
Event(name=Position, time=32820, value=3/16, text=32820)
Event(name=Note Velocity, time=32820, value=115, text=115)
Event(name=Note On, time=32820, value=70, text=A#4)
Event(name=Note Duration, time=32820, value=0.123, text=0.123)
Event(name=Position, time=32820, value=3/16, text=32820)
Event(name=Note Velocity, time=32820, value=87, text=87)
Event(name=Note On, time=32820, value=58, text=A#3)
Event(name=Note Duration, time=32820, value=0.529, text=0.529)
Event(name=Position, time=32880, value=4/16, text=32880)
Event(name=Note Velocity, time=32880, value=115, text=115)
Event(name=Note On, time=32880, value=68, text=G#4)
Event(name=Note Duration, time=32880, value=0.215, text=0.215)
Event(name=Position, time=32880, value=4/16, text=32880)
Event(name=Note Velocity, time=32880, value=111, text=111)
Event(name=Note On, time=32880, value=61, text=C#4)
Event(name=Note Duration, time=32880, value=0.244, text=0.244)
Event(name=Position, time=33000, value=6/16, text=33000)
Event(name=Note Velocity, time=33000, value=115, text=115)
Event(name=Note On, time=33000, value=65, text=F4)
Event(name=Note Duration, time=33000, value=0.183, text=0.183)
Event(name=Position, time=33120, value=8/16, text=33120)
Event(name=Note Velocity, time=33120, value=118, text=118)
Event(name=Note On, time=33120, value=66, text=F#4)
Event(name=Note Duration, time=33120, value=1.302, text=1.302)
Event(name=Position, time=33180, value=9/16, text=33180)
Event(name=Chord, time=33180, value=D#:min, text=D#:min)
Event(name=Position, time=33180, value=9/16, text=33180)
Event(name=Note Velocity, time=33180, value=105, text=105)
Event(name=Note On, time=33180, value=51, text=D#3)
Event(name=Note Duration, time=33180, value=1.017, text=1.017)
Event(name=Position, time=33240, value=10/16, text=33240)
Event(name=Note Velocity, time=33240, value=82, text=82)
Event(name=Note On, time=33240, value=54, text=F#3)
Event(name=Note Duration, time=33240, value=0.827, text=0.827)
Event(name=Position, time=33240, value=10/16, text=33240)
Event(name=Note Velocity, time=33240, value=111, text=111)
Event(name=Note On, time=33240, value=73, text=C#5)
Event(name=Note Duration, time=33240, value=0.117, text=0.117)
Event(name=Position, time=33300, value=11/16, text=33300)
Event(name=Note Velocity, time=33300, value=111, text=111)
Event(name=Note On, time=33300, value=58, text=A#3)
Event(name=Note Duration, time=33300, value=0.665, text=0.665)
Event(name=Position, time=33300, value=11/16, text=33300)
Event(name=Note Velocity, time=33300, value=105, text=105)
Event(name=Note On, time=33300, value=78, text=F#5)
Event(name=Note Duration, time=33300, value=0.125, text=0.125)
Event(name=Position, time=33360, value=12/16, text=33360)
Event(name=Note Velocity, time=33360, value=102, text=102)
Event(name=Note On, time=33360, value=66, text=F#4)
Event(name=Note Duration, time=33360, value=0.371, text=0.371)
Event(name=Position, time=33360, value=12/16, text=33360)
Event(name=Note Velocity, time=33360, value=114, text=114)
Event(name=Note On, time=33360, value=80, text=G#5)
Event(name=Note Duration, time=33360, value=0.117, text=0.117)
Event(name=Position, time=33420, value=13/16, text=33420)
Event(name=Note Velocity, time=33420, value=108, text=108)
Event(name=Note On, time=33420, value=80, text=G#5)
Event(name=Note Duration, time=33420, value=0.158, text=0.158)
Event(name=Position, time=33420, value=13/16, text=33420)
Event(name=Note Velocity, time=33420, value=87, text=87)
Event(name=Note On, time=33420, value=82, text=A#5)
Event(name=Note Duration, time=33420, value=0.544, text=0.544)
Event(name=Position, time=33540, value=15/16, text=33540)
Event(name=Note Velocity, time=33540, value=115, text=115)
Event(name=Note On, time=33540, value=61, text=C#4)
Event(name=Note Duration, time=33540, value=0.133, text=0.133)
Event(name=Position, time=33600, value=16/16, text=33600)
Event(name=Note Velocity, time=33600, value=115, text=115)
Event(name=Note On, time=33600, value=63, text=D#4)
Event(name=Note Duration, time=33600, value=0.11, text=0.11)
Event(name=Bar, time=33660, value=33660, text=36)
Event(name=Position, time=33660, value=1/16, text=33660)
Event(name=Chord, time=33660, value=B:maj, text=B:maj)
Event(name=Position, time=33660, value=1/16, text=33660)
Event(name=Note Velocity, time=33660, value=118, text=118)
Event(name=Note On, time=33660, value=66, text=F#4)
Event(name=Note Duration, time=33660, value=0.15, text=0.15)
Event(name=Position, time=33660, value=1/16, text=33660)
Event(name=Note Velocity, time=33660, value=72, text=72)
Event(name=Note On, time=33660, value=47, text=B2)
Event(name=Note Duration, time=33660, value=1.19, text=1.19)
Event(name=Position, time=33720, value=2/16, text=33720)
Event(name=Note Velocity, time=33720, value=60, text=60)
Event(name=Note On, time=33720, value=54, text=F#3)
Event(name=Note Duration, time=33720, value=0.921, text=0.921)
Event(name=Position, time=33780, value=3/16, text=33780)
Event(name=Note Velocity, time=33780, value=115, text=115)
Event(name=Note On, time=33780, value=70, text=A#4)
Event(name=Note Duration, time=33780, value=0.127, text=0.127)
Event(name=Position, time=33780, value=3/16, text=33780)
Event(name=Note Velocity, time=33780, value=93, text=93)
Event(name=Note On, time=33780, value=59, text=B3)
Event(name=Note Duration, time=33780, value=0.637, text=0.637)
Event(name=Position, time=33840, value=4/16, text=33840)
Event(name=Note Velocity, time=33840, value=112, text=112)
Event(name=Note On, time=33840, value=68, text=G#4)
Event(name=Note Duration, time=33840, value=0.175, text=0.175)
Event(name=Position, time=33840, value=4/16, text=33840)
Event(name=Note Velocity, time=33840, value=100, text=100)
Event(name=Note On, time=33840, value=63, text=D#4)
Event(name=Note Duration, time=33840, value=0.346, text=0.346)
Event(name=Position, time=33840, value=4/16, text=33840)
Event(name=Note Velocity, time=33840, value=102, text=102)
Event(name=Note On, time=33840, value=66, text=F#4)
Event(name=Note Duration, time=33840, value=0.369, text=0.369)
Event(name=Position, time=33960, value=6/16, text=33960)
Event(name=Note Velocity, time=33960, value=115, text=115)
Event(name=Note On, time=33960, value=66, text=F#4)
Event(name=Note Duration, time=33960, value=0.15, text=0.15)
Event(name=Position, time=34140, value=9/16, text=34140)
Event(name=Chord, time=34140, value=C#:maj, text=C#:maj)
Event(name=Position, time=34140, value=9/16, text=34140)
Event(name=Note Velocity, time=34140, value=109, text=109)
Event(name=Note On, time=34140, value=68, text=G#4)
Event(name=Note Duration, time=34140, value=0.223, text=0.223)
Event(name=Position, time=34140, value=9/16, text=34140)
Event(name=Note Velocity, time=34140, value=105, text=105)
Event(name=Note On, time=34140, value=49, text=C#3)
Event(name=Note Duration, time=34140, value=1.158, text=1.158)
Event(name=Position, time=34200, value=10/16, text=34200)
Event(name=Note Velocity, time=34200, value=73, text=73)
Event(name=Note On, time=34200, value=56, text=G#3)
Event(name=Note Duration, time=34200, value=0.846, text=0.846)
Event(name=Position, time=34260, value=11/16, text=34260)
Event(name=Note Velocity, time=34260, value=112, text=112)
Event(name=Note On, time=34260, value=70, text=A#4)
Event(name=Note Duration, time=34260, value=0.117, text=0.117)
Event(name=Position, time=34260, value=11/16, text=34260)
Event(name=Note Velocity, time=34260, value=97, text=97)
Event(name=Note On, time=34260, value=61, text=C#4)
Event(name=Note Duration, time=34260, value=0.565, text=0.565)
Event(name=Position, time=34320, value=12/16, text=34320)
Event(name=Note Velocity, time=34320, value=115, text=115)
Event(name=Note On, time=34320, value=68, text=G#4)
Event(name=Note Duration, time=34320, value=0.198, text=0.198)
Event(name=Position, time=34320, value=12/16, text=34320)
Event(name=Note Velocity, time=34320, value=111, text=111)
Event(name=Note On, time=34320, value=65, text=F4)
Event(name=Note Duration, time=34320, value=0.269, text=0.269)
Event(name=Position, time=34440, value=14/16, text=34440)
Event(name=Note Velocity, time=34440, value=115, text=115)
Event(name=Note On, time=34440, value=66, text=F#4)
Event(name=Note Duration, time=34440, value=0.246, text=0.246)
Event(name=Bar, time=34620, value=34620, text=37)
Event(name=Position, time=34620, value=1/16, text=34620)
Event(name=Chord, time=34620, value=F#:maj, text=F#:maj)
Event(name=Position, time=34620, value=1/16, text=34620)
Event(name=Note Velocity, time=34620, value=115, text=115)
Event(name=Note On, time=34620, value=66, text=F#4)
Event(name=Note Duration, time=34620, value=1.608, text=1.608)
Event(name=Position, time=34620, value=1/16, text=34620)
Event(name=Note Velocity, time=34620, value=87, text=87)
Event(name=Note On, time=34620, value=58, text=A#3)
Event(name=Note Duration, time=34620, value=0.59, text=0.59)
Event(name=Position, time=34620, value=1/16, text=34620)
Event(name=Note Velocity, time=34620, value=76, text=76)
Event(name=Note On, time=34620, value=54, text=F#3)
Event(name=Note Duration, time=34620, value=0.702, text=0.702)
Event(name=Position, time=34620, value=1/16, text=34620)
Event(name=Note Velocity, time=34620, value=94, text=94)
Event(name=Note On, time=34620, value=42, text=F#2)
Event(name=Note Duration, time=34620, value=3.994, text=3.994)
Event(name=Position, time=34680, value=2/16, text=34680)
Event(name=Note Velocity, time=34680, value=117, text=117)
Event(name=Note On, time=34680, value=73, text=C#5)
Event(name=Note Duration, time=34680, value=0.156, text=0.156)
Event(name=Position, time=34740, value=3/16, text=34740)
Event(name=Note Velocity, time=34740, value=43, text=43)
Event(name=Note On, time=34740, value=49, text=C#3)
Event(name=Note Duration, time=34740, value=0.64, text=0.64)
Event(name=Position, time=34740, value=3/16, text=34740)
Event(name=Note Velocity, time=34740, value=111, text=111)
Event(name=Note On, time=34740, value=78, text=F#5)
Event(name=Note Duration, time=34740, value=0.267, text=0.267)
Event(name=Position, time=34800, value=4/16, text=34800)
Event(name=Note Velocity, time=34800, value=117, text=117)
Event(name=Note On, time=34800, value=80, text=G#5)
Event(name=Note Duration, time=34800, value=0.123, text=0.123)
Event(name=Position, time=34860, value=5/16, text=34860)
Event(name=Note Velocity, time=34860, value=100, text=100)
Event(name=Note On, time=34860, value=66, text=F#4)
Event(name=Note Duration, time=34860, value=0.458, text=0.458)
Event(name=Position, time=34860, value=5/16, text=34860)
Event(name=Note Velocity, time=34860, value=100, text=100)
Event(name=Note On, time=34860, value=54, text=F#3)
Event(name=Note Duration, time=34860, value=0.496, text=0.496)
Event(name=Position, time=34860, value=5/16, text=34860)
Event(name=Note Velocity, time=34860, value=102, text=102)
Event(name=Note On, time=34860, value=80, text=G#5)
Event(name=Note Duration, time=34860, value=0.112, text=0.112)
Event(name=Position, time=34860, value=5/16, text=34860)
Event(name=Note Velocity, time=34860, value=69, text=69)
Event(name=Note On, time=34860, value=82, text=A#5)
Event(name=Note Duration, time=34860, value=0.26, text=0.26)
Event(name=Position, time=34920, value=6/16, text=34920)
Event(name=Note Velocity, time=34920, value=102, text=102)
Event(name=Note On, time=34920, value=80, text=G#5)
Event(name=Note Duration, time=34920, value=0.225, text=0.225)
Event(name=Position, time=34980, value=7/16, text=34980)
Event(name=Note Velocity, time=34980, value=40, text=40)
Event(name=Note On, time=34980, value=49, text=C#3)
Event(name=Note Duration, time=34980, value=0.698, text=0.698)
Event(name=Position, time=34980, value=7/16, text=34980)
Event(name=Note Velocity, time=34980, value=117, text=117)
Event(name=Note On, time=34980, value=78, text=F#5)
Event(name=Note Duration, time=34980, value=0.127, text=0.127)
Event(name=Position, time=35100, value=9/16, text=35100)
Event(name=Note Velocity, time=35100, value=108, text=108)
Event(name=Note On, time=35100, value=73, text=C#5)
Event(name=Note Duration, time=35100, value=0.115, text=0.115)
Event(name=Position, time=35100, value=9/16, text=35100)
Event(name=Note Velocity, time=35100, value=73, text=73)
Event(name=Note On, time=35100, value=54, text=F#3)
Event(name=Note Duration, time=35100, value=0.602, text=0.602)
Event(name=Position, time=35100, value=9/16, text=35100)
Event(name=Note Velocity, time=35100, value=71, text=71)
Event(name=Note On, time=35100, value=58, text=A#3)
Event(name=Note Duration, time=35100, value=0.796, text=0.796)
Event(name=Position, time=35100, value=9/16, text=35100)
Event(name=Note Velocity, time=35100, value=89, text=89)
Event(name=Note On, time=35100, value=61, text=C#4)
Event(name=Note Duration, time=35100, value=0.829, text=0.829)
Event(name=Position, time=35100, value=9/16, text=35100)
Event(name=Note Velocity, time=35100, value=73, text=73)
Event(name=Note On, time=35100, value=75, text=D#5)
Event(name=Note Duration, time=35100, value=0.44, text=0.44)
Event(name=Position, time=35220, value=11/16, text=35220)
Event(name=Note Velocity, time=35220, value=92, text=92)
Event(name=Note On, time=35220, value=73, text=C#5)
Event(name=Note Duration, time=35220, value=0.123, text=0.123)
Event(name=Position, time=35220, value=11/16, text=35220)
Event(name=Note Velocity, time=35220, value=73, text=73)
Event(name=Note On, time=35220, value=49, text=C#3)
Event(name=Note Duration, time=35220, value=0.908, text=0.908)
Event(name=Position, time=35280, value=12/16, text=35280)
Event(name=Note Velocity, time=35280, value=89, text=89)
Event(name=Note On, time=35280, value=54, text=F#3)
Event(name=Note Duration, time=35280, value=1.154, text=1.154)
Event(name=Position, time=35340, value=13/16, text=35340)
Event(name=Note Velocity, time=35340, value=115, text=115)
Event(name=Note On, time=35340, value=61, text=C#4)
Event(name=Note Duration, time=35340, value=0.144, text=0.144)
Event(name=Position, time=35340, value=13/16, text=35340)
Event(name=Note Velocity, time=35340, value=108, text=108)
Event(name=Note On, time=35340, value=58, text=A#3)
Event(name=Note Duration, time=35340, value=0.862, text=0.862)
Event(name=Position, time=35340, value=13/16, text=35340)
Event(name=Note Velocity, time=35340, value=100, text=100)
Event(name=Note On, time=35340, value=61, text=C#4)
Event(name=Note Duration, time=35340, value=0.877, text=0.877)
Event(name=Position, time=35340, value=13/16, text=35340)
Event(name=Note Velocity, time=35340, value=100, text=100)
Event(name=Note On, time=35340, value=66, text=F#4)
Event(name=Note Duration, time=35340, value=0.877, text=0.877)
Event(name=Position, time=35340, value=13/16, text=35340)
Event(name=Note Velocity, time=35340, value=120, text=120)
Event(name=Note On, time=35340, value=68, text=G#4)
Event(name=Note Duration, time=35340, value=0.117, text=0.117)
Event(name=Position, time=35340, value=13/16, text=35340)
Event(name=Note Velocity, time=35340, value=40, text=40)
Event(name=Note On, time=35340, value=70, text=A#4)
Event(name=Note Duration, time=35340, value=0.206, text=0.206)
Event(name=Position, time=35400, value=14/16, text=35400)
Event(name=Note Velocity, time=35400, value=109, text=109)
Event(name=Note On, time=35400, value=63, text=D#4)
Event(name=Note Duration, time=35400, value=0.094, text=0.094)
Event(name=Position, time=35400, value=14/16, text=35400)
Event(name=Note Velocity, time=35400, value=66, text=66)
Event(name=Note On, time=35400, value=68, text=G#4)
Event(name=Note Duration, time=35400, value=0.177, text=0.177)
Event(name=Position, time=35460, value=15/16, text=35460)
Event(name=Note Velocity, time=35460, value=118, text=118)
Event(name=Note On, time=35460, value=66, text=F#4)
Event(name=Note Duration, time=35460, value=0.102, text=0.102)
Event(name=Position, time=35460, value=15/16, text=35460)
Event(name=Note Velocity, time=35460, value=29, text=29)
Event(name=Note On, time=35460, value=49, text=C#3)
Event(name=Note Duration, time=35460, value=0.369, text=0.369)
Event(name=Position, time=35460, value=15/16, text=35460)
Event(name=Note Velocity, time=35460, value=108, text=108)
Event(name=Note On, time=35460, value=66, text=F#4)
Event(name=Note Duration, time=35460, value=0.248, text=0.248)
Event(name=Position, time=35520, value=16/16, text=35520)
Event(name=Note Velocity, time=35520, value=112, text=112)
Event(name=Note On, time=35520, value=68, text=G#4)
Event(name=Note Duration, time=35520, value=0.125, text=0.125)
Event(name=Bar, time=35580, value=35580, text=38)
Event(name=Position, time=35580, value=1/16, text=35580)
Event(name=Chord, time=35580, value=B:maj, text=B:maj)
Event(name=Position, time=35580, value=1/16, text=35580)
Event(name=Note Velocity, time=35580, value=112, text=112)
Event(name=Note On, time=35580, value=70, text=A#4)
Event(name=Note Duration, time=35580, value=0.165, text=0.165)
Event(name=Position, time=35580, value=1/16, text=35580)
Event(name=Note Velocity, time=35580, value=90, text=90)
Event(name=Note On, time=35580, value=59, text=B3)
Event(name=Note Duration, time=35580, value=0.535, text=0.535)
Event(name=Position, time=35580, value=1/16, text=35580)
Event(name=Note Velocity, time=35580, value=92, text=92)
Event(name=Note On, time=35580, value=63, text=D#4)
Event(name=Note Duration, time=35580, value=0.656, text=0.656)
Event(name=Position, time=35580, value=1/16, text=35580)
Event(name=Note Velocity, time=35580, value=109, text=109)
Event(name=Note On, time=35580, value=47, text=B2)
Event(name=Note Duration, time=35580, value=1.146, text=1.146)
Event(name=Position, time=35640, value=2/16, text=35640)
Event(name=Note Velocity, time=35640, value=97, text=97)
Event(name=Note On, time=35640, value=78, text=F#5)
Event(name=Note Duration, time=35640, value=0.144, text=0.144)
Event(name=Position, time=35700, value=3/16, text=35700)
Event(name=Note Velocity, time=35700, value=112, text=112)
Event(name=Note On, time=35700, value=66, text=F#4)
Event(name=Note Duration, time=35700, value=0.308, text=0.308)
Event(name=Position, time=35700, value=3/16, text=35700)
Event(name=Note Velocity, time=35700, value=108, text=108)
Event(name=Note On, time=35700, value=80, text=G#5)
Event(name=Note Duration, time=35700, value=0.14, text=0.14)
Event(name=Position, time=35700, value=3/16, text=35700)
Event(name=Note Velocity, time=35700, value=76, text=76)
Event(name=Note On, time=35700, value=54, text=F#3)
Event(name=Note Duration, time=35700, value=0.698, text=0.698)
Event(name=Position, time=35760, value=4/16, text=35760)
Event(name=Note Velocity, time=35760, value=114, text=114)
Event(name=Note On, time=35760, value=82, text=A#5)
Event(name=Note Duration, time=35760, value=0.202, text=0.202)
Event(name=Position, time=35760, value=4/16, text=35760)
Event(name=Note Velocity, time=35760, value=109, text=109)
Event(name=Note On, time=35760, value=59, text=B3)
Event(name=Note Duration, time=35760, value=0.423, text=0.423)
Event(name=Position, time=35820, value=5/16, text=35820)
Event(name=Chord, time=35820, value=F#:maj, text=F#:maj)
Event(name=Position, time=35820, value=5/16, text=35820)
Event(name=Note Velocity, time=35820, value=118, text=118)
Event(name=Note On, time=35820, value=63, text=D#4)
Event(name=Note Duration, time=35820, value=0.36, text=0.36)
Event(name=Position, time=35820, value=5/16, text=35820)
Event(name=Note Velocity, time=35820, value=102, text=102)
Event(name=Note On, time=35820, value=66, text=F#4)
Event(name=Note Duration, time=35820, value=0.319, text=0.319)
Event(name=Position, time=35940, value=7/16, text=35940)
Event(name=Note Velocity, time=35940, value=115, text=115)
Event(name=Note On, time=35940, value=68, text=G#4)
Event(name=Note Duration, time=35940, value=1.481, text=1.481)
Event(name=Position, time=35940, value=7/16, text=35940)
Event(name=Note Velocity, time=35940, value=105, text=105)
Event(name=Note On, time=35940, value=65, text=F4)
Event(name=Note Duration, time=35940, value=1.075, text=1.075)
Event(name=Position, time=35940, value=7/16, text=35940)
Event(name=Note Velocity, time=35940, value=84, text=84)
Event(name=Note On, time=35940, value=61, text=C#4)
Event(name=Note Duration, time=35940, value=1.142, text=1.142)
Event(name=Position, time=36060, value=9/16, text=36060)
Event(name=Chord, time=36060, value=C#:maj, text=C#:maj)
Event(name=Position, time=36060, value=9/16, text=36060)
Event(name=Note Velocity, time=36060, value=111, text=111)
Event(name=Note On, time=36060, value=49, text=C#3)
Event(name=Note Duration, time=36060, value=1.187, text=1.187)
Event(name=Position, time=36180, value=11/16, text=36180)
Event(name=Note Velocity, time=36180, value=114, text=114)
Event(name=Note On, time=36180, value=80, text=G#5)
Event(name=Note Duration, time=36180, value=0.144, text=0.144)
Event(name=Position, time=36180, value=11/16, text=36180)
Event(name=Note Velocity, time=36180, value=97, text=97)
Event(name=Note On, time=36180, value=56, text=G#3)
Event(name=Note Duration, time=36180, value=0.602, text=0.602)
Event(name=Position, time=36240, value=12/16, text=36240)
Event(name=Note Velocity, time=36240, value=108, text=108)
Event(name=Note On, time=36240, value=82, text=A#5)
Event(name=Note Duration, time=36240, value=0.119, text=0.119)
Event(name=Position, time=36300, value=13/16, text=36300)
Event(name=Note Velocity, time=36300, value=120, text=120)
Event(name=Note On, time=36300, value=80, text=G#5)
Event(name=Note Duration, time=36300, value=0.342, text=0.342)
Event(name=Position, time=36300, value=13/16, text=36300)
Event(name=Note Velocity, time=36300, value=111, text=111)
